,index,age,sports,fashion,food,pet,Top Likes,age_group,Total Likes,Segment
1210,paul09,26,0.0,0.0,15.0,129.0,pet,Adult,144.0,0
1211,jeremywilliams,35,13.0,12.0,13.0,14.0,age,Adult,52.0,1
1212,dballard,46,9.0,10.0,20.0,48.0,pet,Adult,87.0,5
1213,julia28,42,6.0,0.0,6.0,6.0,age,Adult,18.0,1
1214,hillgreg,28,12.0,0.0,0.0,120.0,pet,Adult,132.0,0
1215,kyleturner,22,32.0,31.0,32.0,31.0,sports,Young Adult,126.0,5
1216,rodney48,27,0.0,10.0,10.0,10.0,age,Adult,30.0,1
1217,angela16,38,25.0,0.0,8.0,9.0,age,Adult,42.0,1
1218,simsandrew,14,71.0,70.0,72.0,72.0,food,Teenager,285.0,4
1219,jnelson,49,40.0,40.0,40.0,40.0,age,Adult,160.0,5
1220,philipestes,15,21.0,21.0,107.0,44.0,food,Teenager,193.0,3
1221,joshuawilliams,20,0.0,58.0,60.0,60.0,food,Young Adult,178.0,5
1222,heather96,19,50.0,51.0,50.0,51.0,fashion,Young Adult,202.0,5
1223,troy05,41,76.0,69.0,0.0,38.0,sports,Adult,183.0,5
1224,harold92,16,0.0,6.0,7.0,6.0,age,Teenager,19.0,1
1225,angelicamays,17,19.0,19.0,0.0,20.0,pet,Teenager,58.0,1
1226,anthonymark,13,10.0,71.0,11.0,11.0,fashion,,103.0,5
1227,cmeza,40,1.0,1.0,9.0,3.0,age,Adult,14.0,1
1228,lynnlogan,20,0.0,0.0,10.0,8.0,age,Young Adult,18.0,1
1229,murphysandra,25,34.0,4.0,4.0,5.0,sports,Young Adult,47.0,1
1230,leekimberly,30,12.0,11.0,12.0,11.0,age,Adult,46.0,1
1231,henry44,41,15.0,0.0,15.0,8.0,age,Adult,38.0,1
1232,knelson,28,24.0,24.0,27.0,27.0,age,Adult,102.0,5
1233,matthewgibbs,36,37.0,0.0,41.0,124.0,pet,Adult,202.0,0
1234,clementsamy,23,39.0,22.0,0.0,44.0,pet,Young Adult,105.0,5
1235,yboone,16,0.0,30.0,30.0,92.0,pet,Teenager,152.0,0
1236,austin15,22,9.0,10.0,9.0,9.0,age,Young Adult,37.0,1
1237,hansonkatherine,67,5.0,0.0,4.0,14.0,age,Senior,23.0,1
1238,gilmorejerry,33,65.0,65.0,57.0,65.0,sports,Adult,252.0,4
1239,smithmichael,23,0.0,80.0,0.0,8.0,fashion,Young Adult,88.0,4
1240,olee,38,0.0,118.0,0.0,118.0,fashion,Adult,236.0,4
1241,hamiltonjohn,44,76.0,73.0,0.0,38.0,sports,Adult,187.0,5
1242,curtismegan,39,24.0,25.0,24.0,25.0,age,Adult,98.0,5
1243,nelsonsandra,26,97.0,0.0,95.0,96.0,sports,Adult,288.0,0
1244,holly74,16,0.0,8.0,10.0,27.0,pet,Teenager,45.0,1
1245,darren35,23,0.0,0.0,39.0,39.0,food,Young Adult,78.0,1
1246,danielle32,43,27.0,0.0,28.0,27.0,age,Adult,82.0,1
1247,rdavis,51,19.0,17.0,19.0,117.0,pet,Adult,172.0,0
1248,danielle98,27,3.0,1.0,0.0,11.0,age,Adult,15.0,1
1249,isaacdougherty,17,0.0,0.0,49.0,48.0,food,Teenager,97.0,5
1250,davidsmith,34,18.0,18.0,18.0,18.0,age,Adult,72.0,1
1251,robert91,17,8.0,36.0,8.0,15.0,fashion,Teenager,67.0,1
1252,blackamanda,17,0.0,0.0,2.0,23.0,pet,Teenager,25.0,1
1253,andrea18,41,26.0,4.0,5.0,4.0,age,Adult,39.0,1
1254,stuartmelissa,22,0.0,0.0,26.0,3.0,food,Young Adult,29.0,1
1255,rosariodiane,18,0.0,166.0,0.0,18.0,fashion,Teenager,184.0,4
1256,hwaters,59,112.0,0.0,0.0,112.0,sports,Adult,224.0,0
1257,vancejohn,16,7.0,0.0,0.0,46.0,pet,Teenager,53.0,1
1258,michael59,17,0.0,0.0,84.0,9.0,food,Teenager,93.0,3
1259,susan70,42,30.0,0.0,14.0,29.0,age,Adult,73.0,1
1260,michaelreed,27,3.0,10.0,0.0,3.0,age,Adult,16.0,1
1261,ellischristopher,26,9.0,0.0,10.0,10.0,age,Adult,29.0,1
1262,jennifer00,20,71.0,12.0,12.0,11.0,sports,Young Adult,106.0,5
1263,rosborn,31,0.0,9.0,0.0,74.0,pet,Adult,83.0,5
1264,fcollins,35,0.0,0.0,19.0,18.0,age,Adult,37.0,1
1265,andrea59,15,64.0,64.0,57.0,64.0,sports,Teenager,249.0,4
1266,taravega,57,48.0,0.0,0.0,48.0,age,Adult,96.0,5
1267,xruiz,47,6.0,8.0,44.0,8.0,age,Adult,66.0,1
1268,nicholsondaniel,20,11.0,11.0,12.0,12.0,age,Young Adult,46.0,1
1269,samuel22,24,48.0,48.0,48.0,48.0,sports,Young Adult,192.0,5
1270,tturner,17,35.0,36.0,0.0,34.0,fashion,Teenager,105.0,5
1271,jvazquez,22,11.0,8.0,0.0,13.0,age,Young Adult,32.0,1
1272,markhensley,26,0.0,25.0,25.0,24.0,age,Adult,74.0,1
1273,brianchavez,26,53.0,11.0,21.0,10.0,sports,Adult,95.0,1
1274,kimberlykim,15,23.0,118.0,23.0,46.0,fashion,Teenager,210.0,4
1275,caseywhite,18,7.0,7.0,0.0,4.0,age,Teenager,18.0,1
1276,johnhouse,16,56.0,0.0,60.0,57.0,food,Teenager,173.0,5
1277,eric62,20,40.0,6.0,6.0,6.0,sports,Young Adult,58.0,1
1278,breannacarrillo,33,0.0,37.0,70.0,70.0,food,Adult,177.0,5
1279,snyderfelicia,17,4.0,4.0,32.0,4.0,food,Teenager,44.0,1
1280,morathomas,46,0.0,68.0,60.0,68.0,fashion,Adult,196.0,5
1281,youngcole,19,10.0,8.0,10.0,9.0,age,Young Adult,37.0,1
1282,bmiranda,33,10.0,10.0,9.0,10.0,age,Adult,39.0,1
1283,griffinmelanie,14,1.0,3.0,1.0,10.0,age,Teenager,15.0,1
1284,zreyes,23,88.0,30.0,0.0,26.0,sports,Young Adult,144.0,5
1285,georgemckee,23,68.0,34.0,168.0,30.0,food,Young Adult,300.0,3
1286,vhamilton,16,6.0,6.0,41.0,7.0,food,Teenager,60.0,1
1287,terriconley,48,9.0,10.0,8.0,8.0,age,Adult,35.0,1
1288,daniel25,22,12.0,6.0,7.0,24.0,pet,Young Adult,49.0,1
1289,vmartinez,21,3.0,19.0,4.0,9.0,age,Young Adult,35.0,1
1290,melissa29,38,18.0,19.0,132.0,19.0,food,Adult,188.0,3
1291,christopheralvarez,27,55.0,8.0,9.0,8.0,sports,Adult,80.0,1
1292,ucarpenter,17,12.0,10.0,10.0,12.0,age,Teenager,44.0,1
1293,martin00,20,0.0,10.0,0.0,10.0,age,Young Adult,20.0,1
1294,samuelspears,48,24.0,23.0,25.0,21.0,age,Adult,93.0,5
1295,arthur53,42,24.0,25.0,25.0,24.0,age,Adult,98.0,5
1296,delgadocheryl,32,23.0,24.0,23.0,22.0,age,Adult,92.0,5
1297,rhawkins,15,0.0,0.0,20.0,1.0,food,Teenager,21.0,1
1298,xmiller,33,0.0,73.0,36.0,73.0,fashion,Adult,182.0,4
1299,marcus56,15,0.0,70.0,70.0,34.0,fashion,Teenager,174.0,4
1300,uware,43,10.0,9.0,10.0,10.0,age,Adult,39.0,1
1301,virginia07,21,22.0,21.0,22.0,20.0,sports,Young Adult,85.0,1
1302,perezpatricia,17,14.0,12.0,0.0,12.0,age,Teenager,38.0,1
1303,jerry25,29,16.0,18.0,122.0,18.0,food,Adult,174.0,3
1304,cameronpaul,19,0.0,0.0,81.0,12.0,food,Young Adult,93.0,3
1305,qgarcia,15,12.0,12.0,53.0,24.0,food,Teenager,101.0,5
1306,stephanie80,21,7.0,0.0,6.0,6.0,age,Young Adult,19.0,1
1307,jay06,27,0.0,5.0,4.0,1.0,age,Adult,10.0,1
1308,peter36,18,81.0,11.0,10.0,11.0,sports,Teenager,113.0,2
1309,ajackson,32,0.0,14.0,3.0,3.0,age,Adult,20.0,1
1310,qarias,41,18.0,3.0,7.0,3.0,age,Adult,31.0,1
1311,donald70,24,16.0,0.0,15.0,18.0,age,Young Adult,49.0,1
1312,kevin22,30,16.0,13.0,16.0,14.0,age,Adult,59.0,1
1313,imorgan,18,2.0,2.0,2.0,16.0,age,Teenager,22.0,1
1314,wgrant,27,43.0,45.0,0.0,44.0,fashion,Adult,132.0,5
1315,ramirezjackie,55,30.0,28.0,0.0,28.0,age,Adult,86.0,1
1316,danagilbert,41,42.0,0.0,41.0,20.0,sports,Adult,103.0,5
1317,andrewbrown,21,6.0,6.0,0.0,6.0,age,Young Adult,18.0,1
1318,zacharygriffith,27,68.0,70.0,70.0,70.0,fashion,Adult,278.0,4
1319,grahamjoseph,29,17.0,33.0,0.0,33.0,fashion,Adult,83.0,5
1320,stuartkelsey,55,47.0,15.0,0.0,17.0,age,Adult,79.0,1
1321,crystal48,45,0.0,0.0,24.0,23.0,age,Adult,47.0,1
1322,welchlisa,47,20.0,17.0,19.0,18.0,age,Adult,74.0,1
1323,diazmichael,30,51.0,52.0,51.0,51.0,fashion,Adult,205.0,5
1324,patrick50,16,17.0,16.0,0.0,54.0,pet,Teenager,87.0,5
1325,zmarsh,52,20.0,18.0,0.0,19.0,age,Adult,57.0,1
1326,cobbmelissa,39,4.0,4.0,33.0,4.0,age,Adult,45.0,1
1327,laura33,14,18.0,20.0,0.0,21.0,pet,Teenager,59.0,1
1328,jacksonjeffrey,22,59.0,0.0,0.0,60.0,pet,Young Adult,119.0,5
1329,melissa07,20,22.0,112.0,46.0,22.0,fashion,Young Adult,202.0,4
1330,igonzalez,34,100.0,0.0,0.0,100.0,sports,Adult,200.0,0
1331,oeaton,31,122.0,24.0,21.0,50.0,sports,Adult,217.0,2
1332,jacobsonchristopher,17,4.0,3.0,4.0,10.0,age,Teenager,21.0,1
1333,karenthompson,38,12.0,5.0,0.0,5.0,age,Adult,22.0,1
1334,tim97,15,0.0,52.0,0.0,54.0,pet,Teenager,106.0,5
1335,jessicapatton,21,20.0,129.0,20.0,20.0,fashion,Young Adult,189.0,4
1336,madelineharris,46,17.0,15.0,0.0,49.0,pet,Adult,81.0,5
1337,john97,23,0.0,6.0,0.0,55.0,pet,Young Adult,61.0,1
1338,wardmichael,40,34.0,6.0,5.0,3.0,age,Adult,48.0,1
1339,laurahunt,19,102.0,276.0,0.0,91.0,fashion,Young Adult,469.0,4
1340,vincent18,26,20.0,20.0,20.0,21.0,age,Adult,81.0,1
1341,lwagner,32,19.0,0.0,8.0,18.0,age,Adult,45.0,1
1342,ymartin,23,39.0,0.0,35.0,20.0,sports,Young Adult,94.0,1
1343,plong,14,19.0,18.0,18.0,20.0,pet,Teenager,75.0,1
1344,john41,28,0.0,3.0,0.0,31.0,pet,Adult,34.0,1
1345,whiteryan,20,0.0,4.0,3.0,10.0,age,Young Adult,17.0,1
1346,nichole16,20,0.0,32.0,64.0,66.0,pet,Young Adult,162.0,5
1347,angel01,24,20.0,9.0,0.0,20.0,age,Young Adult,49.0,1
1348,lindseyfrey,54,51.0,29.0,140.0,29.0,food,Adult,249.0,3
1349,christina12,19,24.0,0.0,0.0,25.0,pet,Young Adult,49.0,1
1350,ryanjones,30,29.0,16.0,14.0,73.0,pet,Adult,132.0,5
1351,davenportamanda,20,36.0,0.0,0.0,40.0,pet,Young Adult,76.0,1
1352,victoria32,13,73.0,9.0,10.0,10.0,sports,,102.0,5
1353,frederick34,19,28.0,28.0,29.0,200.0,pet,Young Adult,285.0,0
1354,johncole,19,9.0,8.0,9.0,9.0,age,Young Adult,35.0,1
1355,iduarte,44,13.0,14.0,14.0,12.0,age,Adult,53.0,1
1356,davidmarsh,31,11.0,12.0,86.0,12.0,food,Adult,121.0,3
1357,joseph27,16,0.0,0.0,110.0,108.0,food,Teenager,218.0,3
1358,petersoncharles,17,10.0,84.0,11.0,10.0,fashion,Teenager,115.0,4
1359,probertson,33,35.0,107.0,0.0,36.0,fashion,Adult,178.0,4
1360,josephestrada,42,36.0,6.0,7.0,15.0,age,Adult,64.0,1
1361,jenningsmeredith,36,0.0,25.0,24.0,12.0,age,Adult,61.0,1
1362,daviskaren,36,39.0,0.0,39.0,19.0,sports,Adult,97.0,1
1363,nicole71,15,7.0,15.0,36.0,8.0,food,Teenager,66.0,1
1364,smithnatalie,19,22.0,0.0,7.0,7.0,sports,Young Adult,36.0,1
1365,brittanynorris,23,24.0,24.0,0.0,63.0,pet,Young Adult,111.0,5
1366,rojasbrenda,18,4.0,0.0,0.0,36.0,pet,Teenager,40.0,1
1367,desiree46,54,3.0,4.0,19.0,2.0,age,Adult,28.0,1
1368,smithnicole,16,9.0,0.0,28.0,9.0,food,Teenager,46.0,1
1369,bennettbryan,27,0.0,9.0,11.0,11.0,age,Adult,31.0,1
1370,shelley96,22,2.0,2.0,10.0,4.0,age,Young Adult,18.0,1
1371,clairegarcia,30,17.0,16.0,16.0,15.0,age,Adult,64.0,1
1372,bcarson,13,6.0,7.0,5.0,5.0,age,,23.0,1
1373,valdezronald,19,15.0,76.0,31.0,17.0,fashion,Young Adult,139.0,4
1374,justinball,14,0.0,8.0,0.0,7.0,age,Teenager,15.0,1
1375,tammy16,27,9.0,6.0,3.0,23.0,age,Adult,41.0,1
1376,brownjerry,56,44.0,6.0,6.0,8.0,age,Adult,64.0,1
1377,brittany99,25,8.0,8.0,8.0,57.0,pet,Young Adult,81.0,5
1378,mark10,32,38.0,0.0,19.0,38.0,sports,Adult,95.0,5
1379,thomaselizabeth,29,90.0,11.0,12.0,12.0,sports,Adult,125.0,2
1380,shill,17,14.0,0.0,14.0,43.0,pet,Teenager,71.0,1
1381,alexandriawolf,62,0.0,33.0,15.0,33.0,age,Senior,81.0,1
1382,tiffanymiller,31,9.0,56.0,8.0,8.0,fashion,Adult,81.0,1
1383,smithlindsay,16,15.0,13.0,28.0,70.0,pet,Teenager,126.0,5
1384,vedwards,26,107.0,106.0,0.0,54.0,sports,Adult,267.0,4
1385,hesssara,19,0.0,34.0,34.0,34.0,fashion,Young Adult,102.0,5
1386,gcervantes,33,41.0,0.0,42.0,114.0,pet,Adult,197.0,0
1387,montgomerykim,46,6.0,6.0,12.0,30.0,age,Adult,54.0,1
1388,georgesanchez,18,10.0,8.0,8.0,67.0,pet,Teenager,93.0,5
1389,rebecca23,32,0.0,9.0,8.0,27.0,age,Adult,44.0,1
1390,znelson,63,16.0,16.0,115.0,17.0,food,Senior,164.0,3
1391,ahamilton,41,145.0,0.0,44.0,49.0,sports,Adult,238.0,2
1392,ichen,16,4.0,0.0,5.0,3.0,age,Teenager,12.0,1
1393,hayespaula,21,48.0,9.0,20.0,10.0,sports,Young Adult,87.0,1
1394,jacqueline85,16,0.0,16.0,0.0,126.0,pet,Teenager,142.0,0
1395,cynthia77,19,0.0,0.0,29.0,30.0,pet,Young Adult,59.0,1
1396,browntami,50,46.0,0.0,0.0,48.0,age,Adult,94.0,5
1397,jared58,37,127.0,0.0,42.0,41.0,sports,Adult,210.0,2
1398,justin69,42,8.0,8.0,8.0,58.0,pet,Adult,82.0,5
1399,michael93,23,8.0,10.0,68.0,10.0,food,Young Adult,96.0,5
1400,kristi81,15,21.0,73.0,0.0,25.0,fashion,Teenager,119.0,5
1401,psmith,36,0.0,72.0,23.0,24.0,fashion,Adult,119.0,5
1402,yangjeremy,20,32.0,0.0,90.0,30.0,food,Young Adult,152.0,3
1403,brandonmartin,16,0.0,17.0,0.0,160.0,pet,Teenager,177.0,0
1404,whitneyeric,46,25.0,7.0,6.0,10.0,age,Adult,48.0,1
1405,jlee,16,44.0,14.0,0.0,15.0,sports,Teenager,73.0,1
1406,igeorge,28,0.0,117.0,117.0,59.0,fashion,Adult,293.0,4
1407,juliewarner,38,49.0,97.0,0.0,87.0,fashion,Adult,233.0,4
1408,dfoley,16,7.0,8.0,6.0,7.0,age,Teenager,28.0,1
1409,joel28,16,0.0,7.0,3.0,8.0,age,Teenager,18.0,1
1410,qjackson,38,8.0,8.0,15.0,37.0,age,Adult,68.0,1
1411,xdalton,38,33.0,32.0,32.0,34.0,age,Adult,131.0,5
1412,padillakathryn,22,0.0,0.0,13.0,124.0,pet,Young Adult,137.0,0
1413,ruthanderson,23,12.0,0.0,29.0,29.0,food,Young Adult,70.0,1
1414,warnerjane,41,0.0,40.0,39.0,118.0,pet,Adult,197.0,0
1415,faithnewman,45,16.0,15.0,15.0,112.0,pet,Adult,158.0,0
1416,collinsmichele,19,55.0,55.0,55.0,48.0,sports,Young Adult,213.0,5
1417,dmercado,53,0.0,83.0,0.0,85.0,pet,Adult,168.0,4
1418,rachelvalentine,18,54.0,0.0,0.0,61.0,pet,Teenager,115.0,5
1419,michaelgarcia,43,90.0,0.0,88.0,88.0,sports,Adult,266.0,0
1420,jamesdixon,21,58.0,59.0,0.0,58.0,fashion,Young Adult,175.0,5
1421,reyesmary,19,28.0,0.0,32.0,88.0,pet,Young Adult,148.0,0
1422,margaret62,52,0.0,69.0,0.0,8.0,fashion,Adult,77.0,1
1423,rshelton,15,49.0,10.0,20.0,10.0,sports,Teenager,89.0,1
1424,gonzalezpaul,26,48.0,49.0,48.0,48.0,fashion,Adult,193.0,5
1425,johngregory,41,43.0,0.0,78.0,85.0,pet,Adult,206.0,0
1426,christinawilliams,15,0.0,28.0,28.0,26.0,fashion,Teenager,82.0,1
1427,megan45,22,15.0,0.0,26.0,26.0,food,Young Adult,67.0,1
1428,stephenford,20,18.0,15.0,17.0,118.0,pet,Young Adult,168.0,0
1429,helenjones,23,0.0,64.0,0.0,8.0,fashion,Young Adult,72.0,1
1430,gbarnes,21,0.0,101.0,0.0,11.0,fashion,Young Adult,112.0,4
1431,jeremyking,41,8.0,48.0,6.0,7.0,fashion,Adult,69.0,1
1432,ffowler,40,88.0,11.0,12.0,12.0,sports,Adult,123.0,2
1433,adamriley,20,11.0,11.0,12.0,12.0,age,Young Adult,46.0,1
1434,pjones,31,17.0,18.0,124.0,16.0,food,Adult,175.0,3
1435,nathanielmurphy,53,24.0,12.0,60.0,11.0,food,Adult,107.0,5
1436,benjamin48,23,0.0,8.0,0.0,8.0,age,Young Adult,16.0,1
1437,adamsjennifer,29,30.0,0.0,32.0,82.0,pet,Adult,144.0,0
1438,brownnicole,22,40.0,40.0,40.0,40.0,sports,Young Adult,160.0,5
1439,candicemccullough,40,32.0,32.0,32.0,32.0,age,Adult,128.0,5
1440,ihogan,13,27.0,0.0,25.0,80.0,pet,,132.0,0
1441,david93,25,0.0,0.0,24.0,24.0,age,Young Adult,48.0,1
1442,phillipsjessica,16,27.0,0.0,80.0,27.0,food,Teenager,134.0,3
1443,michelle05,47,40.0,39.0,0.0,20.0,age,Adult,99.0,5
1444,erik16,23,5.0,3.0,5.0,36.0,pet,Young Adult,49.0,1
1445,robertbaxter,32,122.0,0.0,62.0,121.0,sports,Adult,305.0,0
1446,wendy23,29,0.0,1.0,2.0,7.0,age,Adult,10.0,1
1447,jonathanlopez,25,6.0,5.0,6.0,6.0,age,Young Adult,23.0,1
1448,christopher46,18,18.0,18.0,123.0,18.0,food,Teenager,177.0,3
1449,hbartlett,34,12.0,67.0,28.0,14.0,fashion,Adult,121.0,5
1450,ryanbyrd,16,39.0,39.0,39.0,39.0,sports,Teenager,156.0,5
1451,nguyendaniel,39,15.0,6.0,4.0,3.0,age,Adult,28.0,1
1452,patrick48,13,0.0,11.0,0.0,1.0,age,,12.0,1
1453,ellischarles,18,23.0,47.0,115.0,22.0,food,Teenager,207.0,3
1454,thomasmartin,32,0.0,86.0,0.0,8.0,fashion,Adult,94.0,4
1455,pgarcia,15,8.0,9.0,0.0,10.0,age,Teenager,27.0,1
1456,dustin50,32,44.0,8.0,17.0,9.0,sports,Adult,78.0,1
1457,jordanwilliam,48,136.0,28.0,55.0,27.0,sports,Adult,246.0,2
1458,ovazquez,27,27.0,26.0,28.0,27.0,food,Adult,108.0,5
1459,jessica90,16,9.0,8.0,8.0,48.0,pet,Teenager,73.0,1
1460,bradleymalone,20,8.0,15.0,39.0,8.0,food,Young Adult,70.0,1
1461,ttownsend,42,70.0,0.0,36.0,70.0,sports,Adult,176.0,5
1462,wendylee,22,0.0,80.0,82.0,80.0,food,Young Adult,242.0,4
1463,leah10,19,34.0,32.0,32.0,34.0,sports,Young Adult,132.0,5
1464,kaiserjennifer,13,0.0,0.0,20.0,171.0,pet,,191.0,0
1465,emilycrosby,26,0.0,8.0,0.0,80.0,pet,Adult,88.0,5
1466,obradford,47,0.0,36.0,0.0,3.0,age,Adult,39.0,1
1467,michellewhite,43,12.0,36.0,8.0,7.0,age,Adult,63.0,1
1468,asmith,33,0.0,0.0,20.0,20.0,age,Adult,40.0,1
1469,ogregory,32,65.0,0.0,65.0,67.0,pet,Adult,197.0,5
1470,ylong,25,0.0,22.0,19.0,60.0,pet,Young Adult,101.0,5
1471,ymccullough,35,16.0,0.0,0.0,148.0,pet,Adult,164.0,0
1472,lukefoster,22,25.0,13.0,68.0,14.0,food,Young Adult,120.0,3
1473,trubio,23,4.0,3.0,4.0,3.0,age,Young Adult,14.0,1
1474,tali,19,80.0,40.0,0.0,80.0,sports,Young Adult,200.0,5
1475,samuelvilla,39,14.0,66.0,13.0,26.0,fashion,Adult,119.0,5
1476,muellerrobert,17,64.0,0.0,0.0,72.0,pet,Teenager,136.0,5
1477,lucaskirsten,43,9.0,10.0,10.0,75.0,pet,Adult,104.0,5
1478,heatherroberts,22,9.0,0.0,0.0,72.0,pet,Young Adult,81.0,5
1479,john14,16,44.0,43.0,44.0,44.0,sports,Teenager,175.0,5
1480,dorseykristin,31,0.0,106.0,96.0,108.0,pet,Adult,310.0,4
1481,kylemitchell,55,28.0,0.0,0.0,2.0,age,Adult,30.0,1
1482,jimenezwilliam,29,97.0,12.0,14.0,12.0,sports,Adult,135.0,2
1483,plawrence,31,0.0,22.0,24.0,22.0,age,Adult,68.0,1
1484,cynthiacoffey,23,0.0,60.0,62.0,66.0,pet,Young Adult,188.0,5
1485,blairrebecca,35,36.0,0.0,36.0,124.0,pet,Adult,196.0,0
1486,pscott,33,0.0,124.0,118.0,119.0,fashion,Adult,361.0,4
1487,derekharris,23,0.0,107.0,0.0,12.0,fashion,Young Adult,119.0,4
1488,brookehardy,34,0.0,24.0,69.0,24.0,food,Adult,117.0,5
1489,snichols,20,0.0,16.0,16.0,16.0,age,Young Adult,48.0,1
1490,wayne37,39,68.0,68.0,69.0,68.0,food,Adult,273.0,4
1491,rebecca41,17,85.0,12.0,10.0,12.0,sports,Teenager,119.0,2
1492,samantha53,18,3.0,0.0,3.0,13.0,age,Teenager,19.0,1
1493,llee,24,27.0,27.0,27.0,28.0,pet,Young Adult,109.0,5
1494,nicholegonzalez,26,0.0,10.0,10.0,9.0,age,Adult,29.0,1
1495,marcwalker,42,0.0,27.0,54.0,48.0,food,Adult,129.0,5
1496,bridget63,32,8.0,8.0,8.0,55.0,pet,Adult,79.0,1
1497,brownchristina,22,58.0,29.0,0.0,56.0,sports,Young Adult,143.0,5
1498,tonimartin,48,4.0,6.0,9.0,28.0,age,Adult,47.0,1
1499,peggyreynolds,21,46.0,26.0,28.0,130.0,pet,Young Adult,230.0,0
1500,brandon64,27,29.0,0.0,29.0,12.0,sports,Adult,70.0,1
1501,jenniferchavez,41,52.0,52.0,0.0,50.0,sports,Adult,154.0,5
1502,mpatel,18,0.0,8.0,0.0,72.0,pet,Teenager,80.0,5
1503,taylorsarah,30,0.0,132.0,44.0,44.0,fashion,Adult,220.0,4
1504,aharris,39,8.0,8.0,8.0,8.0,age,Adult,32.0,1
1505,paul46,23,0.0,61.0,18.0,20.0,fashion,Young Adult,99.0,5
1506,campbelldiamond,41,20.0,20.0,20.0,18.0,age,Adult,78.0,1
1507,danielle41,43,10.0,9.0,44.0,18.0,food,Adult,81.0,1
1508,hboyd,37,22.0,44.0,24.0,111.0,pet,Adult,201.0,0
1509,elizabeth61,24,0.0,0.0,8.0,8.0,age,Young Adult,16.0,1
1510,chad71,15,8.0,8.0,52.0,8.0,food,Teenager,76.0,1
1511,greeneandrew,29,0.0,17.0,30.0,32.0,pet,Adult,79.0,1
1512,chasematthew,48,0.0,79.0,0.0,79.0,fashion,Adult,158.0,5
1513,navarrojaclyn,14,1.0,7.0,2.0,1.0,age,Teenager,11.0,1
1514,joshua67,20,21.0,0.0,21.0,11.0,sports,Young Adult,53.0,1
1515,yrobertson,19,0.0,38.0,39.0,40.0,pet,Young Adult,117.0,5
1516,mosleyashley,52,0.0,60.0,60.0,30.0,fashion,Adult,150.0,5
1517,rittershannon,22,0.0,40.0,81.0,80.0,food,Young Adult,201.0,5
1518,parkercatherine,35,69.0,68.0,67.0,62.0,sports,Adult,266.0,4
1519,qsanchez,17,24.0,21.0,21.0,168.0,pet,Teenager,234.0,0
1520,kimaustin,60,6.0,6.0,6.0,5.0,age,Adult,23.0,1
1521,orrdaniel,54,36.0,18.0,16.0,88.0,pet,Adult,158.0,0
1522,mdyer,30,48.0,7.0,6.0,7.0,sports,Adult,68.0,1
1523,stephen90,21,8.0,7.0,8.0,45.0,pet,Young Adult,68.0,1
1524,margaretmorris,26,0.0,10.0,33.0,11.0,food,Adult,54.0,1
1525,timothy10,21,0.0,6.0,0.0,6.0,age,Young Adult,12.0,1
1526,christopher94,39,9.0,56.0,8.0,9.0,fashion,Adult,82.0,1
1527,davisandrew,41,30.0,30.0,204.0,30.0,food,Adult,294.0,3
1528,jonathanfarmer,19,0.0,64.0,21.0,21.0,fashion,Young Adult,106.0,5
1529,eric73,42,21.0,22.0,20.0,22.0,age,Adult,85.0,1
1530,reyesbrandon,29,104.0,52.0,0.0,93.0,sports,Adult,249.0,0
1531,randy59,38,19.0,20.0,89.0,39.0,food,Adult,167.0,3
1532,bfoster,33,41.0,6.0,6.0,6.0,sports,Adult,59.0,1
1533,ayersallison,23,12.0,0.0,12.0,7.0,age,Young Adult,31.0,1
1534,gjennings,43,0.0,39.0,20.0,35.0,age,Adult,94.0,5
1535,ryanthornton,14,64.0,0.0,67.0,62.0,food,Teenager,193.0,5
1536,william07,35,16.0,6.0,0.0,6.0,age,Adult,28.0,1
1537,bradley20,24,9.0,8.0,9.0,54.0,pet,Young Adult,80.0,5
1538,anthonycummings,14,93.0,13.0,14.0,12.0,sports,Teenager,132.0,2
1539,donald12,22,20.0,20.0,0.0,10.0,age,Young Adult,50.0,1
1540,rhonda87,20,92.0,0.0,91.0,96.0,pet,Young Adult,279.0,0
1541,karlwarner,61,6.0,6.0,0.0,21.0,age,Senior,33.0,1
1542,michael87,17,20.0,20.0,20.0,143.0,pet,Teenager,203.0,0
1543,stacey51,38,12.0,78.0,11.0,11.0,fashion,Adult,112.0,5
1544,whitetyler,33,2.0,0.0,1.0,14.0,age,Adult,17.0,1
1545,ojackson,27,10.0,10.0,0.0,11.0,age,Adult,31.0,1
1546,wesleycarroll,20,0.0,30.0,27.0,91.0,pet,Young Adult,148.0,5
1547,davisamy,46,19.0,20.0,153.0,22.0,food,Adult,214.0,3
1548,joshua35,16,11.0,25.0,12.0,62.0,pet,Teenager,110.0,5
1549,jonathanromero,59,0.0,0.0,18.0,2.0,age,Adult,20.0,1
1550,jacobmann,22,4.0,20.0,9.0,3.0,age,Young Adult,36.0,1
1551,ortizjoshua,59,0.0,8.0,4.0,2.0,age,Adult,14.0,1
1552,amandaduran,13,18.0,36.0,0.0,40.0,pet,,94.0,5
1553,benjaminschneider,38,44.0,43.0,43.0,39.0,sports,Adult,169.0,5
1554,rsandoval,35,17.0,18.0,18.0,18.0,age,Adult,71.0,1
1555,russellsandra,48,4.0,4.0,0.0,10.0,age,Adult,18.0,1
1556,olsonnicholas,21,81.0,19.0,37.0,18.0,sports,Young Adult,155.0,2
1557,jeremy84,42,8.0,0.0,8.0,24.0,age,Adult,40.0,1
